Sequence Id	Length	GC
k105_9683	627	41.79
k105_112793	498	47.59
k105_112792	498	50.60
k105_112791	437	64.76
k105_112790	832	58.77
k105_112797	1176	28.83
k105_112796	1792	48.49
k105_112795	547	32.18
k105_112794	374	42.25
k105_112799	432	56.02
k105_112798	672	40.18
k105_139767	510	53.14
k105_58205	1271	44.93
k105_58629	477	70.02
k105_139766	391	37.60
k105_159048	1121	62.62
k105_88638	213	68.08
k105_58623	555	39.82
k105_26396	356	44.38
k105_58621	459	52.29
k105_58620	323	61.61
k105_58627	211	61.61
k105_58626	383	59.27
k105_58625	468	64.96
k105_163068	858	57.69
k105_49562	680	36.32
k105_49563	426	64.08
k105_59818	687	54.29
k105_49566	464	44.40
k105_49567	650	44.92
k105_88219	593	53.79
k105_88218	495	55.56
k105_88217	613	42.58
k105_88215	728	36.13
k105_88214	597	64.32
k105_88213	1274	37.52
k105_88212	390	36.67
k105_88211	1175	35.15
k105_88210	1376	49.42
k105_93513	461	39.26
k105_91769	1063	51.36
k105_91768	790	74.30
k105_51709	620	53.87
k105_51708	427	44.96
k105_91765	552	63.04
k105_91764	414	72.95
k105_91766	1544	50.52
k105_91761	333	28.23
k105_91760	352	58.81
k105_91763	639	61.19
k105_91762	982	65.07
k105_16157	311	47.91
k105_16156	1059	60.15
k105_16155	585	44.96
k105_16154	436	46.10
k105_16152	414	34.30
k105_16151	515	63.88
k105_16150	871	65.33
k105_159041	610	31.48
k105_49186	494	52.63
k105_16159	346	63.01
k105_16158	666	45.20
k105_94303	437	56.98
k105_49187	1618	64.15
k105_88635	1638	63.00
k105_84519	506	44.27
k105_88634	1115	42.15
k105_46867	375	26.40
k105_46864	471	68.37
k105_46862	1073	30.10
k105_46863	389	47.81
k105_46860	335	65.37
k105_46861	545	40.37
k105_49183	465	53.12
k105_7611	428	32.01
k105_24355	744	34.27
k105_24356	357	47.90
k105_24357	1048	62.12
k105_24350	395	62.03
k105_24351	454	62.33
k105_24352	966	34.37
k105_24353	298	34.90
k105_7619	573	29.84
k105_7618	504	34.52
k105_24358	610	43.11
k105_24359	951	41.64
k105_42225	437	36.84
k105_65048	767	32.99
k105_93180	358	45.81
k105_65043	448	26.34
k105_65042	497	35.21
k105_65041	545	35.05
k105_65040	374	52.41
k105_65047	531	53.30
k105_65046	325	40.00
k105_65045	668	33.68
k105_65044	497	43.86
k105_115222	569	46.75
k105_115223	1041	63.69
k105_115220	400	54.25
k105_115221	506	66.21
k105_115226	431	67.05
k105_115227	1675	61.19
k105_115224	695	37.84
k105_115225	309	47.57
k105_115229	1116	35.66
k105_8508	1247	29.83
k105_171965	423	37.35
k105_107672	557	43.27
k105_78665	379	60.69
k105_107670	359	40.67
k105_94152	626	65.97
k105_107676	498	36.95
k105_107677	372	56.18
k105_29669	301	61.13
k105_78664	320	55.62
k105_29667	418	42.82
k105_29666	432	40.97
k105_29665	526	23.00
k105_29664	389	64.27
k105_29663	1468	34.40
k105_78667	313	62.94
k105_29661	412	53.64
k105_29660	320	66.88
k105_92232	775	48.13
k105_92233	499	46.89
k105_2399	612	64.22
k105_92236	2374	49.24
k105_92237	538	63.20
k105_92234	711	49.65
k105_8509	1929	45.05
k105_2393	875	39.89
k105_2392	414	55.31
k105_2391	1178	61.04
k105_2390	325	30.77
k105_2397	409	32.03
k105_2396	348	42.24
k105_2395	300	35.00
k105_78660	849	64.43
k105_17204	505	32.28
k105_17205	308	37.99
k105_17206	615	28.62
k105_17207	1433	30.91
k105_17200	400	29.25
k105_78663	346	52.02
k105_17202	390	54.62
k105_17203	946	30.23
k105_162705	494	38.87
k105_51214	974	46.92
k105_78662	327	63.30
k105_17208	506	32.41
k105_17209	513	27.68
k105_96558	383	54.57
k105_93725	821	51.52
k105_93724	312	32.37
k105_93723	400	44.00
k105_93722	416	62.98
k105_93720	394	36.55
k105_173375	366	30.87
k105_23	418	35.17
k105_22	401	50.62
k105_25	1292	59.98
k105_24	322	35.09
k105_27	531	66.67
k105_26	335	58.81
k105_29	409	32.27
k105_28	626	60.86
k105_78668	1164	49.57
k105_32911	388	44.07
k105_32910	323	68.73
k105_32913	392	69.13
k105_32912	852	61.15
k105_32915	616	34.90
k105_32914	448	38.84
k105_32917	485	47.01
k105_32916	568	24.47
k105_32919	930	57.20
k105_32918	448	58.04
k105_55701	923	36.19
k105_55700	313	51.12
k105_55707	444	45.27
k105_55706	624	44.07
k105_55705	594	47.81
k105_55704	1145	36.77
k105_64798	738	57.05
k105_60242	377	61.01
k105_148130	533	49.16
k105_164249	335	56.42
k105_60243	390	37.44
k105_138876	326	49.39
k105_108786	668	48.35
k105_138874	505	47.52
k105_138875	542	46.49
k105_138872	446	69.06
k105_138873	407	54.55
k105_39677	1472	47.42
k105_138871	646	40.09
k105_39775	343	32.07
k105_8504	445	59.33
k105_128214	729	45.13
k105_21450	1429	37.09
k105_21451	540	48.15
k105_21452	456	51.54
k105_21453	529	50.28
k105_21454	304	39.47
k105_21455	326	57.67
k105_21456	590	51.19
k105_84510	543	46.96
k105_148131	1035	62.03
k105_20328	479	50.31
k105_6331	718	34.96
k105_20320	439	40.09
k105_20323	822	53.53
k105_20322	820	57.68
k105_20325	556	47.84
k105_130544	493	50.71
k105_20327	427	37.94
k105_8505	402	51.24
k105_171964	326	43.56
k105_28138	954	32.18
k105_28139	328	54.57
k105_2091	679	31.37
k105_28134	606	30.69
k105_2919	617	48.95
k105_28136	360	25.56
k105_28137	1098	30.15
k105_28130	505	36.24
k105_2092	6257	58.09
k105_28133	213	38.50
k105_93183	341	68.91
k105_93182	500	67.40
k105_93181	285	31.93
k105_2093	431	61.25
k105_93187	350	54.29
k105_93186	745	26.04
k105_93185	414	65.46
k105_93184	515	66.02
k105_82505	378	47.35
k105_2094	911	53.13
k105_93189	962	56.96
k105_93188	320	26.88
k105_60943	558	65.23
k105_173228	351	23.65
k105_2095	506	57.71
k105_146918	528	29.73
k105_146919	341	70.97
k105_60942	428	40.19
k105_2096	371	52.56
k105_146910	268	46.27
k105_146911	336	37.50
k105_146912	485	55.26
k105_79391	1336	62.35
k105_146914	614	46.74
k105_146915	387	34.63
k105_146916	431	52.90
k105_146917	405	68.15
k105_109055	322	66.15
k105_109056	416	49.76
k105_109057	450	60.22
k105_109050	362	25.41
k105_109051	412	51.94
k105_109052	1144	59.88
k105_2911	761	57.82
k105_60946	323	31.27
k105_109058	456	62.50
k105_171781	1027	40.21
k105_128604	302	39.40
k105_60949	366	62.30
k105_128606	568	54.93
k105_128607	381	41.47
k105_128600	311	45.02
k105_128601	370	39.73
k105_128602	328	46.04
k105_60948	508	59.25
k105_139585	510	35.10
k105_139584	456	43.64
k105_139587	303	61.72
k105_139586	2256	41.18
k105_128608	551	67.51
k105_128609	534	73.41
k105_139583	310	33.87
k105_160799	622	30.06
k105_49456	1016	51.08
k105_6332	661	27.53
k105_82507	484	36.78
k105_39673	322	51.86
k105_49457	380	52.37
k105_54298	331	69.49
k105_9232	1289	53.45
k105_171780	524	32.82
k105_49454	518	61.39
k105_25022	350	60.57
k105_137529	1424	59.06
k105_137528	486	44.44
k105_137525	371	53.37
k105_49452	772	37.18
k105_137527	492	60.57
k105_137526	542	54.43
k105_137521	376	36.70
k105_137520	1232	33.93
k105_137523	338	47.63
k105_49453	379	25.33
k105_6335	712	27.53
k105_82506	415	54.94
k105_39672	479	60.96
k105_49450	605	57.19
k105_54299	877	64.88
k105_49451	398	52.01
k105_173482	1536	63.28
k105_173483	387	36.95
k105_173480	550	34.55
k105_116501	519	64.93
k105_173487	466	52.15
k105_173484	872	32.45
k105_60889	348	58.33
k105_97439	380	33.42
k105_173489	646	56.04
k105_6334	749	34.05
k105_24632	443	36.34
k105_119862	1068	50.37
k105_36340	414	67.63
k105_36341	724	34.94
k105_36342	330	47.58
k105_36343	406	41.63
k105_36344	410	34.39
k105_36345	476	48.74
k105_36346	343	35.57
k105_36347	521	52.21
k105_36348	345	42.03
k105_36349	1558	43.00
k105_172579	531	31.83
k105_172578	412	25.00
k105_37431	654	46.02
k105_37430	308	36.69
k105_171887	1105	33.85
k105_37435	740	35.68
k105_37434	751	51.00
k105_37437	469	35.82
k105_37436	330	57.58
k105_37439	361	32.69
k105_37438	481	33.47
k105_24634	322	51.86
k105_171888	385	54.29
k105_160845	343	44.02
k105_65825	564	65.07
k105_65824	717	35.29
k105_65827	871	42.25
k105_65826	1128	48.76
k105_65821	450	56.00
k105_65820	517	39.85
k105_65823	430	25.81
k105_65822	786	34.48
k105_65829	389	34.96
k105_35491	1866	32.26
k105_35490	314	46.82
k105_35493	675	40.74
k105_35492	318	38.05
k105_35495	465	52.69
k105_35494	433	36.03
k105_35497	442	42.76
k105_35496	457	40.70
k105_35499	458	49.34
k105_35498	430	64.19
k105_59911	536	65.30
k105_59916	473	57.72
k105_59917	309	60.84
k105_59914	392	45.66
k105_59915	478	59.00
k105_115981	551	45.55
k105_7274	431	28.31
k105_84927	432	57.41
k105_66550	1715	42.92
k105_66551	360	56.94
k105_66552	821	43.24
k105_149258	2126	52.12
k105_66554	799	61.58
k105_66555	1034	32.88
k105_66556	552	36.23
k105_66557	1588	46.16
k105_66558	840	34.76
k105_66559	237	24.05
k105_133514	774	55.56
k105_133515	302	61.59
k105_133516	402	55.47
k105_133510	372	26.34
k105_133511	1290	46.28
k105_133512	479	60.33
k105_133513	488	48.57
k105_124608	580	47.76
k105_135580	243	32.92
k105_38484	436	33.03
k105_135582	345	56.52
k105_133518	1196	39.72
k105_133519	2096	34.40
k105_135587	322	34.47
k105_135586	315	55.56
k105_58060	506	35.18
k105_39678	392	29.85
k105_54293	470	32.98
k105_171962	452	48.23
k105_30687	501	50.50
k105_83248	822	57.66
k105_83245	900	59.89
k105_83244	636	41.35
k105_83247	1036	29.05
k105_83241	476	53.78
k105_83240	527	36.05
k105_83243	363	57.85
k105_83242	313	33.87
k105_164190	405	66.17
k105_164191	735	62.59
k105_164192	1613	45.63
k105_164193	422	53.79
k105_164194	801	55.56
k105_164195	495	42.02
k105_164196	423	33.33
k105_164197	397	31.99
k105_164198	702	41.31
k105_164199	578	35.29
k105_171788	552	39.13
k105_65546	437	25.63
k105_53784	422	58.29
k105_64423	1070	41.31
k105_65547	690	29.42
k105_54257	605	45.62
k105_82827	379	34.83
k105_27586	332	57.23
k105_32146	358	45.25
k105_32147	424	70.28
k105_32144	444	46.85
k105_27587	497	48.89
k105_13775	331	62.54
k105_32143	1268	37.22
k105_32141	1621	26.40
k105_65542	573	37.87
k105_108041	963	55.97
k105_32148	615	44.07
k105_173370	520	37.31
k105_18809	664	54.37
k105_18808	678	48.67
k105_65540	576	39.06
k105_31488	452	62.83
k105_31489	389	65.04
k105_18803	980	72.76
k105_18802	317	49.21
k105_18801	567	67.20
k105_65541	403	40.45
k105_18807	553	73.42
k105_55248	1518	35.70
k105_18805	1273	46.03
k105_18804	321	72.27
k105_63892	796	28.14
k105_63893	638	43.57
k105_63890	446	28.48
k105_63891	439	55.13
k105_33439	1087	43.97
k105_63897	334	28.74
k105_63894	496	35.48
k105_63895	364	65.66
k105_33435	528	40.15
k105_33434	384	23.18
k105_33437	1933	33.83
k105_33436	1434	56.35
k105_33431	393	44.27
k105_33430	589	58.23
k105_33433	946	50.85
k105_33432	507	38.46
k105_61020	417	50.36
k105_61023	1250	36.88
k105_144516	362	33.98
k105_61025	438	49.32
k105_61024	542	61.81
k105_61027	695	44.60
k105_61026	375	46.40
k105_61029	308	38.64
k105_60798	437	55.38
k105_160665	1115	33.18
k105_60799	358	50.00
k105_107143	366	63.11
k105_73162	1003	32.00
k105_20628	632	50.00
k105_73161	449	61.02
k105_120619	831	70.76
k105_120618	521	65.26
k105_120617	336	62.80
k105_120616	375	62.93
k105_120614	1356	58.63
k105_120613	308	29.87
k105_120612	365	48.49
k105_120611	784	39.29
k105_120610	1177	74.34
k105_54294	1155	67.27
k105_79988	487	52.36
k105_107802	516	54.07
k105_115989	548	55.11
k105_66088	345	32.17
k105_41176	342	57.02
k105_54295	459	61.44
k105_52174	834	43.53
k105_73169	723	43.29
k105_159712	315	32.06
k105_115988	554	44.22
k105_159710	820	38.78
k105_159711	831	42.36
k105_166139	683	44.80
k105_159714	397	31.23
k105_159715	749	32.98
k105_166134	856	33.41
k105_166135	631	64.82
k105_166136	403	36.97
k105_166137	717	59.83
k105_166130	604	25.83
k105_166131	607	46.95
k105_166132	908	53.63
k105_166133	878	61.16
k105_78139	584	30.82
k105_78138	497	56.74
k105_47229	1448	30.25
k105_47228	330	26.36
k105_156832	508	62.01
k105_156833	337	40.36
k105_156831	895	45.03
k105_78131	375	61.07
k105_47222	1934	49.38
k105_78133	1214	45.30
k105_78132	368	56.52
k105_78135	1079	72.20
k105_78134	344	48.26
k105_78137	537	38.73
k105_47224	373	54.96
k105_30162	615	51.22
k105_30163	657	36.99
k105_30160	557	33.57
k105_30161	382	52.88
k105_30166	399	56.39
k105_30167	1117	29.72
k105_30164	605	29.59
k105_30165	1072	31.25
k105_30168	1034	59.28
k105_30169	426	57.51
k105_104233	468	54.91
k105_84929	809	58.47
k105_107807	508	30.12
k105_107741	595	48.24
k105_62798	394	56.85
k105_1839	499	40.48
k105_1838	1777	31.29
k105_1837	392	51.79
k105_1836	514	31.71
k105_1835	380	53.95
k105_1834	349	38.68
k105_1833	1810	27.29
k105_1832	579	28.50
k105_1831	402	33.83
k105_1830	505	28.51
k105_23005	518	40.93
k105_160763	314	53.82
k105_23004	837	33.45
k105_154274	387	42.12
k105_171502	879	55.06
k105_14007	345	45.22
k105_14006	654	33.79
k105_14005	1434	60.18
k105_14004	1564	66.88
k105_14003	365	49.04
k105_14002	409	58.92
k105_14001	375	57.60
k105_14000	1278	35.05
k105_27870	673	64.34
k105_154272	415	37.11
k105_27872	920	32.17
k105_27873	2940	39.73
k105_27874	886	32.39
k105_27875	323	59.44
k105_14009	610	29.51
k105_154273	910	32.86
k105_154270	633	42.97
k105_123148	376	53.46
k105_123149	927	62.78
k105_123146	491	57.43
k105_123147	350	54.29
k105_123145	333	54.95
k105_123142	327	40.67
k105_123143	313	59.74
k105_123140	311	47.91
k105_123141	425	49.41
k105_148413	567	38.27
k105_148412	991	34.61
k105_148411	552	62.68
k105_148410	478	50.84
k105_148417	420	58.33
k105_148416	1465	67.58
k105_148414	699	47.78
k105_148419	539	49.72
k105_148418	311	38.59
k105_135235	306	44.44
k105_167263	1853	55.15
k105_167262	322	36.02
k105_167261	318	54.40
k105_167260	828	34.90
k105_167267	492	51.22
k105_167265	528	50.57
k105_167269	825	32.24
k105_167268	507	57.20
k105_127914	744	56.99
k105_108288	332	61.75
k105_173372	562	50.36
k105_127919	364	47.80
k105_86369	363	37.19
k105_86365	506	54.94
k105_86364	428	56.78
k105_40716	348	51.44
k105_86366	1049	57.58
k105_86361	1166	61.15
k105_86360	364	54.12
k105_86363	328	65.55
k105_60188	972	67.90
k105_107563	339	58.70
k105_9796	405	51.11
k105_104232	1646	74.61
k105_162167	433	64.43
k105_60185	421	68.41
k105_162165	360	23.61
k105_83578	520	35.00
k105_162163	496	62.70
k105_135239	656	55.64
k105_162161	363	29.75
k105_60184	863	56.89
k105_32725	377	42.97
k105_60187	720	45.42
k105_162169	618	39.16
k105_162168	375	31.47
k105_67409	308	36.04
k105_67408	331	60.42
k105_60186	321	41.74
k105_151310	472	50.64
k105_67401	322	52.48
k105_67400	549	61.20
k105_67403	307	55.37
k105_67402	1158	69.86
k105_67405	1216	38.40
k105_67404	408	46.08
k105_67407	307	33.22
k105_67406	463	32.40
k105_15755	485	63.51
k105_15756	620	28.23
k105_15757	919	56.58
k105_15751	792	37.63
k105_15752	391	46.04
k105_15753	323	60.37
k105_60182	1260	35.56
k105_15758	481	39.50
k105_15759	868	33.06
k105_69537	1336	56.44
k105_102088	318	69.81
k105_69534	456	38.38
k105_69533	792	39.14
k105_69532	339	51.62
k105_69531	342	52.63
k105_69530	335	44.48
k105_102082	466	56.87
k105_102083	401	48.88
k105_102081	1204	59.88
k105_102086	368	48.91
k105_102087	406	31.53
k105_102084	306	53.92
k105_102085	1105	27.96
k105_151319	655	44.27
k105_160970	1000	51.50
k105_86989	711	28.13
k105_86988	457	46.39
k105_152665	710	48.73
k105_152664	1264	68.83
k105_152663	751	54.86
k105_152662	2091	37.54
k105_152661	757	61.82
k105_152660	1069	66.32
k105_86981	442	38.46
k105_86980	551	39.02
k105_86983	1372	44.02
k105_86985	622	36.01
k105_86984	303	53.47
k105_86986	482	34.02
k105_150294	356	40.45
k105_150295	583	52.66
k105_150296	636	33.02
k105_150297	388	34.28
k105_150290	341	48.09
k105_150291	833	55.70
k105_150292	327	42.81
k105_150293	406	53.45
k105_150298	666	40.84
k105_150299	879	51.76
k105_173373	316	31.96
k105_125665	402	55.47
k105_128488	1740	27.82
k105_98509	1002	50.40
k105_53979	318	39.31
k105_9797	440	38.18
k105_71619	389	52.44
k105_117344	1215	63.29
k105_85308	2165	58.29
k105_64838	304	34.87
k105_107747	427	55.50
k105_130306	504	38.29
k105_75214	1320	26.52
k105_17843	530	30.75
k105_85304	533	62.48
k105_51277	413	39.47
k105_51276	331	37.76
k105_51275	599	45.58
k105_51274	378	49.47
k105_51272	304	32.24
k105_51271	896	66.41
k105_85302	696	60.49
k105_130307	494	45.95
k105_51279	1154	35.36
k105_51278	319	36.99
k105_70123	2136	57.26
k105_70120	382	48.43
k105_70121	347	54.18
k105_70126	618	60.36
k105_70127	382	55.76
k105_70124	412	61.65
k105_70125	551	54.81
k105_70128	306	28.76
k105_70129	876	54.57
k105_117342	983	54.22
k105_125666	1155	62.16
k105_130308	912	65.46
k105_51261	805	62.24
k105_173698	294	50.00
k105_30965	446	47.09
k105_76983	573	51.83
k105_76980	525	28.19
k105_76987	654	51.83
k105_76984	1892	66.44
k105_76985	1401	41.18
k105_13345	401	29.18
k105_13344	506	55.73
k105_76988	1585	37.03
k105_76989	592	46.96
k105_13341	1781	54.91
k105_13340	403	61.54
k105_13343	787	55.27
k105_13342	334	57.49
k105_77633	373	64.61
k105_77632	1055	60.95
k105_77631	561	58.29
k105_77630	329	71.73
k105_77637	616	70.78
k105_77636	392	67.60
k105_77635	302	46.69
k105_130309	317	36.28
k105_145902	336	55.95
k105_145903	418	55.26
k105_77639	1092	35.90
k105_77638	738	55.69
k105_145906	1554	40.54
k105_145907	548	42.88
k105_145904	1434	59.21
k105_129748	688	70.06
k105_42368	793	31.02
k105_74584	320	47.81
k105_125660	463	64.58
k105_74587	436	40.14
k105_157909	342	53.51
k105_157908	387	39.28
k105_74582	382	54.45
k105_8343	523	40.34
k105_157905	596	54.70
k105_157904	556	43.35
k105_157907	626	71.88
k105_157906	1991	30.14
k105_157901	483	32.92
k105_157900	427	55.27
k105_157903	444	41.89
k105_157902	573	32.64
k105_42365	542	30.44
k105_48949	2443	30.41
k105_48948	380	58.16
k105_121179	311	45.34
k105_121178	807	54.52
k105_121175	992	44.96
k105_121174	548	33.21
k105_121177	478	47.91
k105_121176	868	32.72
k105_121171	322	41.61
k105_121170	1250	49.20
k105_121173	461	48.37
k105_121172	460	41.52
k105_107744	324	35.80
k105_42366	479	28.60
k105_42361	489	62.17
k105_86488	386	33.16
k105_17844	1196	32.69
k105_20173	1063	59.17
k105_151507	378	52.38
k105_115300	929	31.97
k105_115303	1196	46.15
k105_115302	906	33.33
k105_115305	618	62.94
k105_115304	363	33.06
k105_115307	1739	54.74
k105_115306	504	40.67
k105_115309	1356	33.48
k105_115308	833	40.94
k105_151509	997	63.49
k105_151508	751	29.43
k105_71293	414	49.76
k105_71292	405	40.49
k105_71291	449	41.43
k105_71290	622	63.34
k105_71297	499	54.31
k105_71296	355	26.48
k105_71295	869	47.41
k105_71294	377	37.93
k105_71299	383	28.46
k105_71298	375	33.60
k105_17845	848	28.89
k105_162367	923	41.06
k105_40269	320	29.69
k105_118734	734	52.59
k105_39301	308	36.36
k105_136977	715	62.38
k105_44918	413	59.56
k105_44919	705	31.91
k105_44914	316	33.54
k105_44915	444	41.22
k105_44916	337	61.42
k105_44917	517	56.87
k105_44910	311	44.69
k105_44912	384	57.29
k105_44913	395	34.18
k105_64424	914	29.76
k105_39302	397	29.97
k105_115827	1331	61.91
k105_52997	643	58.48
k105_39305	1206	30.93
k105_104957	797	47.55
k105_2005	342	58.19
k105_39304	406	36.21
k105_136976	222	67.57
k105_173019	1189	36.08
k105_2004	680	40.74
k105_41424	606	65.84
k105_105656	391	60.61
k105_39306	701	29.81
k105_97239	419	49.64
k105_75675	727	49.79
k105_75674	810	32.35
k105_75676	338	26.63
k105_75671	359	37.05
k105_75670	477	61.64
k105_75672	593	53.96
k105_104954	390	64.87
k105_75394	704	31.11
k105_159993	642	34.58
k105_104039	243	47.74
k105_63988	1252	36.50
k105_86484	307	31.92
k105_63989	792	33.21
k105_104031	1141	67.84
k105_104030	1063	63.59
k105_104033	396	67.17
k105_104032	392	68.37
k105_104035	355	44.79
k105_104034	421	39.43
k105_104037	636	63.52
k105_104036	630	37.46
k105_140620	540	40.74
k105_140621	411	67.88
k105_140622	1063	38.01
k105_140624	1115	38.03
k105_140625	643	52.57
k105_39604	489	57.06
k105_173010	821	34.84
k105_140629	698	35.53
k105_173013	320	40.31
k105_119989	390	51.28
k105_173012	432	40.97
k105_10068	335	44.18
k105_10064	302	44.37
k105_10067	316	25.32
k105_170964	329	54.10
k105_10061	2135	63.09
k105_40022	637	67.19
k105_10063	1010	59.11
k105_10062	607	68.70
k105_148884	572	37.59
k105_148885	642	39.41
k105_148886	323	69.04
k105_40023	420	56.43
k105_148881	417	50.36
k105_148882	587	47.53
k105_148883	999	43.44
k105_173016	335	38.81
k105_148888	1658	47.59
k105_119988	579	45.77
k105_17996	440	47.73
k105_172768	355	65.35
k105_63983	588	41.67
k105_63257	414	53.86
k105_172769	311	55.63
k105_63984	314	40.13
k105_62138	423	38.53
k105_162288	494	52.02
k105_63985	911	33.26
k105_40028	872	64.56
k105_144289	398	68.84
k105_139211	376	56.65
k105_139213	323	42.11
k105_40029	850	36.35
k105_144280	211	45.97
k105_144281	959	43.48
k105_144286	551	32.85
k105_144287	763	41.55
k105_144284	758	31.13
k105_96770	334	64.67
k105_62441	1824	59.38
k105_63669	592	61.15
k105_136889	553	45.93
k105_64916	443	40.41
k105_64917	474	55.70
k105_172760	686	30.32
k105_172761	767	34.03
k105_129671	363	54.82
k105_115270	417	41.49
k105_172762	364	35.71
k105_81618	509	44.79
k105_81619	413	27.85
k105_172763	399	37.84
k105_81610	325	51.08
k105_81611	389	58.87
k105_81612	371	38.27
k105_81614	1066	66.14
k105_81615	673	54.38
k105_81616	1247	38.41
k105_81617	311	49.84
k105_105348	387	56.59
k105_105349	374	39.84
k105_170708	646	28.33
k105_172766	337	61.72
